,F,CAT,DIS,MCD,KO,PEP,WMT,C,WFC,JPM,AAPL,IBM,PFE,JNJ,XOM,MRO,ED,T,VZ,NEM
Sector,Consumer Discretionary,Industrials,Consumer Discretionary,Consumer Discretionary,Consumer Staples,Consumer Staples,Consumer Staples,Financials,Financials,Financials,Information Technology,Information Technology,Health Care,Health Care,Energy,Energy,Utilities,Telecommunication Services,Telecommunication Services,Materials
